"2017-05-01 21:04:16,029",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 21:07:15,606","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.58,500,100,50,0,0,1007,0,3938,0,1001
"2017-05-01 21:10:11,734","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.65,500,100,50,0,0,1003,0,1254,0,1059
"2017-05-01 21:13:09,090","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.36,500,100,50,0,0,1005,0,1060,0,1078
"2017-05-01 21:16:06,434","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.47,500,100,50,0,0,1013,0,1028,0,1022
"2017-05-01 21:19:05,138","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.50,500,100,50,0,0,1014,0,1034,0,1020
"2017-05-01 21:22:01,812","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.88,500,100,50,0,0,1011,0,1105,0,1647
"2017-05-01 21:25:01,198","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.17,500,100,50,0,0,1039,0,1171,0,1222
"2017-05-01 21:28:00,337","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.36,500,100,50,0,0,1011,0,1019,0,1476
"2017-05-01 21:30:54,230","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.22,500,100,50,0,0,1004,0,1244,0,1036
"2017-05-01 21:33:54,482","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.47,500,100,50,0,0,1019,0,1172,0,1025
"2017-05-01 21:36:53,348","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.53,500,100,50,0,0,1060,0,1076,0,1020
"2017-05-01 21:39:49,797","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.51,500,100,50,0,0,1007,0,1091,0,1017
"2017-05-01 21:42:42,552","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.42,500,100,50,0,0,1019,0,1013,0,1019
"2017-05-01 21:45:41,892","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.97,500,100,50,0,0,1014,0,1034,0,1023
"2017-05-01 21:48:38,641","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.35,500,100,50,0,0,1006,0,1024,0,1006
"2017-05-01 21:51:58,944","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,45.54,500,100,50,0,0,1018,0,1025,0,1036
"2017-05-01 21:55:32,032","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.26,500,100,50,0,0,1039,0,1201,0,1057
"2017-05-01 21:59:05,077","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,49.40,500,100,50,0,0,1022,0,1087,0,1043
"2017-05-01 22:02:37,369","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,49.54,500,100,50,0,0,1008,0,1019,0,1178
"2017-05-01 22:06:07,221","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.92,500,100,50,0,0,1002,0,1256,0,1010
"2017-05-01 22:09:38,043","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,46.68,500,100,50,0,0,1005,0,1026,0,1030
"2017-05-01 22:13:09,378","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,46.32,500,100,50,0,0,1009,0,1059,0,1093
"2017-05-01 22:16:42,717","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.79,500,100,50,0,0,1007,0,1046,0,1013
"2017-05-01 22:20:14,307","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.00,500,100,50,0,0,1007,0,1017,0,1022
"2017-05-01 22:23:44,315","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.55,500,100,50,0,0,1008,0,1047,0,1041
"2017-05-01 21:01:41,050","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.99,500,100,50,0,0,1046,0,1094,0,1011
"2017-05-01 21:04:34,474","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.36,500,100,50,0,0,1005,0,1059,0,1353
"2017-05-01 21:07:24,206","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.52,500,100,50,0,0,1008,0,1441,0,1009
"2017-05-01 21:10:12,828","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.81,500,100,50,0,0,1014,0,1032,0,1052
"2017-05-01 21:12:59,310","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.79,500,100,50,0,0,1055,0,1263,0,1206
"2017-05-01 21:15:50,439","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.94,500,100,50,0,0,1069,0,1036,0,1055
"2017-05-01 21:18:41,307","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.09,500,100,50,0,0,1036,0,1291,0,1135
"2017-05-01 21:21:30,275","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.14,500,100,50,0,0,1032,0,1020,0,1178
"2017-05-01 21:24:20,286","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.04,500,100,50,0,0,1049,0,1795,0,1010
"2017-05-01 21:27:09,968","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.63,500,100,50,0,0,1037,0,1080,0,1912
"2017-05-01 21:29:58,059","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1023,0,1188,0,1182
"2017-05-01 21:32:46,550","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.96,500,100,50,0,0,1009,0,1030,0,1044
"2017-05-01 21:35:37,252","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.85,500,100,50,0,0,1013,0,1167,0,1763
"2017-05-01 21:38:27,548","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.85,500,100,50,0,0,1024,0,1071,0,1000
"2017-05-01 21:41:16,471","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.78,500,100,50,0,0,1005,0,1009,0,1204
"2017-05-01 21:44:07,409","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.89,500,100,50,0,0,1016,0,1300,0,1055
"2017-05-01 21:46:57,863","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.40,500,100,50,0,0,1047,0,1023,0,1019
"2017-05-01 21:49:49,054","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,41.63,500,100,50,0,0,1013,0,1047,0,1387
"2017-05-01 21:53:23,407","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.74,500,100,50,0,0,1030,0,1053,0,1052
"2017-05-01 21:56:51,608","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.23,500,100,50,0,0,1024,0,1098,0,1010
"2017-05-01 22:00:22,211","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.05,500,100,50,0,0,1041,0,1328,0,1387
"2017-05-01 22:03:54,980","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.27,500,100,50,0,0,1005,0,1010,0,1005
"2017-05-01 22:07:31,556","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.02,500,100,50,0,0,1032,0,1266,0,1043
"2017-05-01 22:11:04,251","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.67,500,100,50,0,0,1018,0,1153,0,1004
"2017-05-01 22:14:35,291","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.48,500,100,50,0,0,1011,0,1981,0,1002
"2017-05-01 21:04:58,051","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,41.86,500,100,50,0,0,1018,0,1008,0,1032
"2017-05-01 21:07:53,412","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.82,500,100,50,0,0,1052,0,1286,0,1034
"2017-05-01 21:10:48,898","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.32,500,100,50,0,0,1091,0,3931,0,1001
"2017-05-01 21:13:44,988","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.43,500,100,50,0,0,1002,0,1090,0,1300
"2017-05-01 21:16:43,465","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.67,500,100,50,0,0,1008,0,1262,0,1137
"2017-05-01 21:19:41,664","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.14,500,100,50,0,0,1005,0,1402,0,1322
"2017-05-01 21:22:39,042","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.72,500,100,50,0,0,1015,0,1025,0,1387
"2017-05-01 21:25:37,356","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.00,500,100,50,0,0,1037,0,1057,0,1012
"2017-05-01 21:28:35,574","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.11,500,100,50,0,0,1000,0,1070,0,1005
"2017-05-01 21:31:33,057","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.39,500,100,50,0,0,1134,0,1331,0,1044
"2017-05-01 21:34:31,200","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.18,500,100,50,0,0,1065,0,1254,0,1210
"2017-05-01 21:37:30,203","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,40.32,500,100,50,0,0,1013,0,1263,0,1054
"2017-05-01 21:40:27,415","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.00,500,100,50,0,0,1009,0,1061,0,1030
"2017-05-01 21:43:25,874","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.47,500,100,50,0,0,1019,0,1068,0,1040
"2017-05-01 21:46:22,063","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.95,500,100,50,0,0,1014,0,1266,0,1002
"2017-05-01 21:49:21,525","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.25,500,100,50,0,0,1004,0,1042,0,1014
"2017-05-01 21:52:55,966","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.13,500,100,50,0,0,1011,0,1010,0,1302
"2017-05-01 21:56:32,774","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,49.24,500,100,50,0,0,1122,0,1130,0,1037
"2017-05-01 22:00:08,218","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,49.00,500,100,50,0,0,1048,0,1382,0,1059
"2017-05-01 22:03:38,628","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.88,500,100,50,0,0,1009,0,1310,0,1079
"2017-05-01 22:07:09,952","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.30,500,100,50,0,0,1027,0,1187,0,1199
"2017-05-01 22:10:39,943","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,46.93,500,100,50,0,0,1015,0,1228,0,1019
"2017-05-01 22:14:15,882","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.88,500,100,50,0,0,1041,0,1076,0,1021
"2017-05-01 22:17:49,037","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,49.04,500,100,50,0,0,1019,0,1058,0,1025
"2017-05-01 22:21:19,490","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,48.39,500,100,50,0,0,1004,0,1170,0,1007
"2017-05-01 20:58:06,986","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.81,500,100,50,0,0,1012,0,1047,0,1242
"2017-05-01 21:01:00,354","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.86,500,100,50,0,0,1058,0,1277,0,1351
"2017-05-01 21:03:53,178","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.11,500,100,50,0,0,1064,0,1138,0,1142
"2017-05-01 21:06:44,092","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.70,500,100,50,0,0,1017,0,1206,0,1607
"2017-05-01 21:09:34,945","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,39.45,500,100,50,0,0,1003,0,1103,0,1081
"2017-05-01 21:12:24,716","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1007,0,1051,0,1028
"2017-05-01 21:15:17,493","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.65,500,100,50,0,0,1041,0,1574,0,1038
"2017-05-01 21:18:06,078","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.59,500,100,50,0,0,1131,0,1237,0,1066
"2017-05-01 21:20:57,965","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1022,0,1130,0,1299
"2017-05-01 21:23:48,494","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.41,500,100,50,0,0,1090,0,1065,0,1832
"2017-05-01 21:26:37,392","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.79,500,100,50,0,0,1159,0,1444,0,1020
"2017-05-01 21:29:29,568","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.84,500,100,50,0,0,1007,0,1065,0,1086
"2017-05-01 21:32:16,429","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.53,500,100,50,0,0,1002,0,4051,0,1002
"2017-05-01 21:35:08,813","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.35,500,100,50,0,0,1006,0,1052,0,3826
"2017-05-01 21:37:59,897","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.87,500,100,50,0,0,1017,0,1028,0,1217
"2017-05-01 21:40:48,970","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.92,500,100,50,0,0,1012,0,1057,0,1041
"2017-05-01 21:43:41,404","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1005,0,1036,0,1464
"2017-05-01 21:46:31,825","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.75,500,100,50,0,0,1045,0,1186,0,1021
"2017-05-01 21:49:23,155","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.55,500,100,50,0,0,1018,0,1105,0,1027
"2017-05-01 21:52:14,548","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1049,0,2085,0,1008
"2017-05-01 21:55:03,119","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,38.85,500,100,50,0,0,1009,0,1025,0,1027
"2017-05-01 21:58:21,970","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,43.93,500,100,50,0,0,1012,0,1026,0,1092
"2017-05-01 22:01:54,810","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,45.83,500,100,50,0,0,1038,0,1257,0,1031
"2017-05-01 22:05:24,682","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,46.26,500,100,50,0,0,1016,0,1056,0,1603
"2017-05-01 22:08:58,120","16,16,16","20,20,20",150,7,7,7,True,LinearRegression,47.59,500,100,50,0,0,1006,0,1126,0,1057
